compound_name,retention_time,smiles,split_index
"Spirostane -2H, + 2O, O-Hex, O-Hex-dHex-dHex",4.5,OCC1OC(OCC2(OC3(OC4CC5C6C(O)C=C7CC(OC8OC(CO)C(OC9OC(C)C(O)C(O)C9O)C(O)C8OC%10OC(C)C(O)C(O)C%10O)CCC7(C)C6CCC5(C)C4C3C)CC2)C)C(O)C(O)C1O,4
"Solasodine base + 2H, 1Acetyl, O-Hex-Hex-Hex-Pen",4.78,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O)OC1%10NCC(C)CC%10OC(C)=O,4
"Solasodine base + 2H, 1Acetyl, O-Hex, O-Hex-Hex-Hex-C5H7O4(DDMP-C+O)",3.88,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(OC8OC=C(O)C(O)C8O)C(O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O)OC1%10NCC(COC%11OC(CO)C(O)C(O)C%11O)CC%10OC(C)=O,4
"Solasodine base + 2H, 1Acetyl, O-Hex, O-Hex-Hex-Hex-Pen",3.59,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(OC8OCC(O)C(O)C8O)C(O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O)OC1%10NCC(COC%11OC(CO)C(O)C(O)C%11O)CC%10OC(C)=O,4
"Solasodine base + 2H, 1Acetyl, O-Hex, O-Hex-Hex-Hex-Pen",3.95,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(OC8OCC(O)C(O)C8O)C(O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O)OC1%10NCC(COC%11OC(CO)C(O)C(O)C%11O)CC%10OC(C)=O,4
"Solasodine base + 2H, 1Acetyl, O-Hex-Hex, O-Hex-Hex-Hex-Pen",3.84,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(OC8OCC(O)C(O)C8O)C(O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O)OC1%10NCC(COC%11OC(CO)C(O)C(O)C%11OC%12OC(CO)C(O)C(O)C%12O)CC%10OC(C)=O,4
Solasodine base + O-Hex-Hex-dHex,4.62,OCC1OC(OC2C(O)C(OC(OC3CC4=CCC5C(CCC6(C)C5CC7OC8(NCC(C)CC8)C(C)C76)C4(C)CC3)C2OC9OC(C)C(O)C(O)C9O)CO)C(O)C(O)C1O,4
"Solasodine base + 2H, 1O, O-Hex-Hex-Hex",4.24,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(O)C6O)OC19NCC(C)CC9O,4
Solasodine base + O-Hex-Hex-Hex-Pen,4.72,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CC6=CCC7C(CCC8(C)C7CC9OC%10(NCC(C)CC%10)C(C)C98)C6(C)CC5)OC4CO)C(O)C(O)C1O,4
"Solasodine base + 2H + H2O, O-Hex-Hex-Hex-Pen",4.31,CC(CN)CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(CO)C(O)C(O)C9O)C(O)C6O,4
"Solasodine base + 2H, O-Hex-Hex-Hex-Pen",4.81,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(NCC(C)CC%10)C(C)C98)C5)OC4CO)C(O)C(O)C1O,4
"Solasodine base + 2H, O-Hex-Hex-Hex-(C5H10O5)",4.32,CC1C2C(CC3C4CCC5CC(CCC5(C)C4CCC23C)OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OC(O)C(O)C(O)C8O)C7OCC(O)C(O)C(O)C(O)CO)C(O)C6O)OC19CCC(C)CN9,4
"Solanidine base -2H + 1O, O-Hex-dHex-dHex",4.26,O=C1C=C2CC(OC3OC(CO)C(OC4OC(C)C(O)C(O)C4O)C(O)C3OC5OC(C)C(O)C(O)C5O)CCC2(C)C6CCC7(C)C(CC8N9CC(C)CCC9C(C)C87)C16,4
"Solanidine base -2H + 1O, O-Hex-dHex-dHex",4.52,O=C1C=C2CC(OC3OC(CO)C(OC4OC(C)C(O)C(O)C4O)C(O)C3OC5OC(C)C(O)C(O)C5O)CCC2(C)C6CCC7(C)C(CC8N9CC(C)CCC9C(C)C87)C16,4
Solanidine base + O-Hex-dHex,4.94,OCC1OC(OC2CC3=CCC4C(CCC5(C)C4CC6N7CC(C)CCC7C(C)C65)C3(C)CC2)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
Solanidine base + O-Hex-Hex,4.65,OCC1OC(OC2C(O)C(OC3CC4=CCC5C(CCC6(C)C5CC7N8CC(C)CCC8C(C)C76)C4(C)CC3)OC(CO)C2O)C(O)C(O)C1O,4
Furostane base -2H + O-Hex,6.58,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base + 2O, O-Hex, O-Hex",4.69,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6(O)CC(OC7OC(CO)C(O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -2H + 1O, O-Hex, O-Pen-dHex",4.48,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(O)CC(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -2H + 1O, O-Hex, O-Hex-dHex",4.34,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(O)CC(OC7OC(CO)C(O)C(O)C7O)C6(C)C5CCC4(C)C3C2C)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
"Furostane base + 1O, O-Hex, O-Hex-Hex",4.64,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(O)CC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -2H + 1O, O-Hex, O-Pen-Pen-dHex",4.15,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(O)CC(OC7OCC(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(C)C(O)C(O)C9O)C6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -2H + O-Hex, O-Hex-dHex-dHex",5.05,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -2H + O-Hex, O-Hex-Hex-dHex",4.99,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7OC9OC(C)C(O)C(O)C9O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base + O-Hex, O-Hex-Hex-Hex",4.91,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8OC9OC(CO)C(O)C(O)C9O)C(O)C7O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -2H + O-Hex, O-Hex-dHex-dHex-dHex",5.1,OCC1OC(OCC(C)CCC2(O)OC3CC4C5CC=C6CC(OC7OC(COC8OC(C)C(O)C(O)C8OC9OC(C)C(O)C(O)C9OC%10OC(C)C(O)C(O)C%10O)C(O)C(O)C7O)CCC6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -1H2O -2H + 1O, O-Hex, O-Pen-dHex",5.59,OCC1OC(OCC(C)CCC=2OC3CC4C5CC=C6CC(O)CC(OC7OCC(O)C(O)C7OC8OC(C)C(O)C(O)C8O)C6(C)C5CCC4(C)C3C2C)C(O)C(O)C1O,4
"Furostane base -1H2O -2H + 1O, O-Hex, O-Hex-dHex",5.2,OCC1OC(OCC(C)CCC=2OC3CC4C5CC=C6CC(O)CC(OC7OC(CO)C(O)C(O)C7O)C6(C)C5CCC4(C)C3C2C)C(OC8OC(C)C(O)C(O)C8O)C(O)C1O,4
"Solasodine base + 2H, 1O, O-Hex-Hex-Hex-Pen",4.02,OCC1OC(OC2C(OC(CO)C(O)C2OC3OCC(O)C(O)C3O)OC4C(O)C(O)C(OC5CCC6(C)C(CCC7C6CCC8(C)C7CC9OC%10(O)CC(C)CNC%10C(C)C98)C5)OC4CO)C(O)C(O)C1O,4
"Solasodine base + 2H, 2O, 1Acetyl, O-Hex-Hex-Hex-Pen",4.29,O=C(OC1C(C)CNC2C(C)C3C(OC12O)CC4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OC(CO)C(O)C(O)C%10O)C(O)C7O)CCC6(C)C5CCC43C)C,4
Solasodiene (not validated),5.94,O1C2CC3C4CC=C5C=CCCC5(C)C4CCC3(C)C2C(C)C16NCC(C)CC6,4
Solanidine base + 2O,3.7,OCC12C(O)CC3C(CC=C4CC(O)CCC43C)C1CC5N6CC(C)CCC6C(C)C52,4
Sinapoylagmatine,3.27,COC1=CC(=CC(=C1O)OC)C=CC(=O)NCCCCN=C(N)N,4
Sinapoyl + C6H9O5,3.28,O=C(OC(C(=O)OC)CC(=O)OC)C=CC1=CC(OC)=C(O)C(OC)=C1,4
Sinapoylhexoside,3.54,O=C(OC1OC(CO)C(O)C(O)C1O)C=CC=2C=C(OC)C(O)=C(OC)C2,4
S4:16(P3:14/F1:2),8.04,CCCCC(=O)OC1C(CO)OC(OC2(CO)OC(CO)C(OC(C)=O)C2O)C(OC(=O)CCC)C1OC(=O)CCCC,4
S4:17(P3:15/F1:2),8.56,CCCCC(=O)OC1C(CO)OC(OC2(CO)OC(CO)C(OC(C)=O)C2O)C(OC(=O)CCCC)C1OC(=O)CCCC,4
S4:18(P3:16/F1:2),9.02,CCCCCC(=O)OC1C(OC2(CO)OC(CO)C(OC(C)=O)C2O)OC(CO)C(OC(=O)CCCC)C1OC(=O)CCCC,4
S4:19(P3:17/F1:2),9.49,CCCCCC(=O)OC1C(OC2(CO)OC(CO)C(OC(C)=O)C2O)OC(CO)C(OC(=O)CCCC)C1OC(=O)CCCCC,4
S4:20(P3:18/F1:2),9.97,CCCCCC(=O)OC1C(CO)OC(OC2(CO)OC(CO)C(OC(C)=O)C2O)C(OC(=O)CCCCC)C1OC(=O)CCCCC,4
UNPD203664 (not validated),3.84,O=C(OC)C1=COC(OC2OC(CO)C(O)C(O)C2O)C(=CC)C1CC(=O)OCC3OC(OC4=C(OC)C=C(C=CCO)C=C4OC)C(O)C(O)C3O,4
"Pterocarpan base + 1O, 1MeO",5.92,OC=1C=CC2=C(OCC3C=4C=CC(OC)=CC4OC23)C1,4
"Dihydrostilbene base + 3O, 2Prenyl",9.01,OC=1C=CC(=CC1CC=C(C)C)CCC2=CC(O)=C(C(O)=C2)CC=C(C)C,4
"Dihydrostilbene base + 4O, 2Prenyl",7.84,OC=1C=CC(=CC1O)CCC=2C(=C(O)C=C(O)C2CC=C(C)C)CC=C(C)C,4
"Dihydrostilbene base + 4O, 2Prenyl",8.65,OC=1C=CC(=CC1O)CCC=2C(=C(O)C=C(O)C2CC=C(C)C)CC=C(C)C,4
"Isoflavanone base + 2O, 1MeO, 2Prenyl",9.29,OC1=CC=2OC3C4=C(OCC3C2C=C1CC=C(C)C)C=C(O)C(=C4OC)CC=C(C)C,4
Licodione base + 2Prenyl,9.52,O=C(C=C(O)C=1C=CC(O)=C(C1)CC=C(C)C)C=2C=C(C(O)=CC2O)CC=C(C)C,4
Licodione base + 2Prenyl,9.16,O=C(C=C(O)C=1C=CC(O)=C(C1)CC=C(C)C)C=2C=C(C(O)=CC2O)CC=C(C)C,4
Licodione base + 2Prenyl,10.36,O=C(C=C(O)C=1C=CC(O)=C(C1)CC=C(C)C)C=2C=C(C(O)=CC2O)CC=C(C)C,4
"Isoflavone base + 2O, 1MeO, 1Prenyl",8.02,O=C1C(=COC=2C=C(O)C(=C(O)C12)CC=C(C)C)C3=CC=C(OC)C=C3,4
"Isoflavone base + 4C, 1Prenyl",7.57,O=C1C(=COC=2C=C(O)C=C(O)C12)C3=CC=C(O)C(=C3O)CC=C(C)C,4
"Isoflavanone base + 3O, 1Prenyl",7.51,O=C1C=2C=CC(O)=C(C2OCC1C=3C=CC(O)=CC3O)CC=C(C)C,4
"Isoflavanone base + 3O, 2Prenyl",9.45,O=C1C2=C(O)C(=C(O)C=C2OCC1C3=CC=C(O)C(=C3)CC=C(C)C)CC=C(C)C,4
"Flavone base + 4O, 1Prenyl",6.29,O=C1C(=COC=2C=C(O)C=C(O)C12)C3=CC=C(O)C(=C3O)CC=C(C)C,4
"Flavone base + 3O, 1MeO, 1Prenyl",7.01,O=C1OC=2C=C(O)C(=C(OC)C2C=C1C=3C=CC(O)=CC3O)CC=C(C)C,4
"Flavone base + 2O, 1Prenyl",6.91,O=C1C(=COC=2C=C(O)C=CC12)C=3C=CC(O)=C(C3)CC=C(C)C,4
"Flavone base + 2O, 1Prenyl",7.24,O=C1C(=COC=2C=C(O)C=CC12)C=3C=CC(O)=C(C3)CC=C(C)C,4
"Flavone base + 4O, 2Prenyl",8.06,O=C1C(=COC=2C=C(O)C(=C(O)C12)CC=C(C)C)C3=CC(O)=C(O)C(=C3)CC=C(C)C,4
"Flavanone base + 2O, 1Prenyl",7.58,O=C1C=2C(O)=C(C(O)=CC2OC(C3=CC=CC=C3)C1)CC=C(C)C,4
"Flavanone base + 4O, 2Prenyl",9.09,O=C1C2=C(O)C=C(O)C(=C2OC(C3=CC(O)=C(O)C(=C3)CC=C(C)C)C1)CC=C(C)C,4
"Flavanone + 4O, 1Prenyl",8.96,O=C1C2=C(O)C=C(O)C(=C2OCC1C=3C=CC(O)=CC3O)CC=C(C)C,4
"Isoflavanone base + 4O, 1Prenyl",7.04,O=C1C2=C(O)C=C(O)C(=C2OCC1C=3C=CC(O)=CC3O)CC=C(C)C,4
"Flavanone base + 4O, 1Prenyl",7.75,O=C1C=2C(O)=CC(O)=CC2OC(C=3C=C(O)C(O)=C(C3)CC=C(C)C)C1,4
"Flavanole base + 3O, 2Prenyl",10.21,O=C1C=2C=CC(O)=C(C2OC(C3=CC=C(O)C(=C3)CC=C(C)C)C1O)CC=C(C)C,4
"Flavanone base + 3O, 1Prenyl",8.11,O=C1C2=C(O)C=C(O)C=C2OC(C3=CC=C(O)C(=C3)CC=C(C)C)C1,4
"Flavanone base + 3O, 1Prenyl",8.76,O=C1C=2C(O)=CC(O)=C(C2OC(C3=CC=C(O)C=C3)C1)CC=C(C)C,4
"Flavanone base + 3O, 1Prenyl",9.7,O=C1C=2C(O)=CC(O)=C(C2OC(C3=CC=C(O)C=C3)C1)CC=C(C)C,4
"Dihydroflavonol + 2O, 2Prenyl",8.69,O=C1C=2C=CC(O)=C(C2OC(C3=CC=C(O)C(=C3)CC=C(C)C)C1O)CC=C(C)C,4
"Chalcone base + 3O, 1MeO, 1Prenyl",7.49,O=C(C=CC=1C=CC(O)=C(C1OC)CC=C(C)C)C=2C=CC(O)=C(O)C2,4
"Chalcone base + 3O, 1Prenyl",8.61,O=C(C=CC=1C=CC(O)=C(C1)CC=C(C)C)C=2C=CC(O)=CC2O,4
"Chalcone base + 3O, 1Prenyl",8.93,O=C(C=CC1=CC=C(O)C=C1)C=2C=CC(O)=C(C2O)CC=C(C)C,4
"Chalcone base + 3O, 1MeO, 1Prenyl",9.06,O=C(C=CC1=CC=C(O)C=C1)C=2C(O)=C(C(O)=CC2OC)CC=C(C)C,4
"Arylbenzofuran flavonoid base + 3O, 1MeO, 1Prenyl",8.35,OC=1C=CC(=C(O)C1)C=2OC=3C=C(O)C(=C(OC)C3C2)CC=C(C)C,4
Glutamyl-S-allylcysteine,2.98,O=C(O)C(N)CCC(=O)NC(C(=O)O)CSCC=C,4
Glutamyl-S-(C3H5)-Cysteine sulfoxide,1.79,O=C(O)C(N)CCC(=O)NC(C(=O)O)CS(=O)C=CC,4
Glutamyl-S-(C4H7O2)-Cysteine,2.39,O=C(O)C(N)CCC(=O)NC(C(=O)O)CSCC(C(=O)O)C,4
Glutamyl-S-(C3H7S)-cysteinylglycine,3.78,CCCSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O,4
Glutamyl-S-(C8H17O)-cysteinylglycine,4.58,O=C(O)CNC(=O)C(NC(=O)CCC(N)C(=O)O)CSC(O)CCCCCCC,4
FA 18:4+1O,9.37,O=C(O)CCCCCCCC1C=CC(=O)C1CC=CCC,4
FA 12:3+2O,3.39,O=C(O)CC1CCC(=O)C1CC=CCCO,4
FA 18:3+1O,10.04,O=C(O)CCCCCCCC1OC1CC=CCC=CCC,4
Licoagroside B (not validated),3.18,O=C(O)CC(O)(C)CC(=O)OCC1OC(OC=2C(=O)C=COC2C)C(O)C(O)C1O,4
Quinoxalinedione + 2Methyl + C5H11O4,3.3,O=C1NC=2C=C(C(=CC2N(C1=O)CC(O)C(O)C(O)CO)C)C,4
Pyridoxine + O-Hex,1.7,OC=1C(=NC=C(C1CO)COC2OC(CO)C(O)C(O)C2O)C,4
Aminobutyl benzamide,2.71,NCCCCNC(=O)C1=CC=CC=C1,4
Chelidonic acid (not validated),1.62,O=C(O)C=1OC(=CC(=O)C1)C(=O)O,4
Thiobispropanoic acid,2.06,O=C(O)CCSCCC(=O)O,4
Anatabine (not validated),1.77,C1C=CCNC1C2=CN=CC=C2,4
Nicotine-N-oxide,1.82,[O-][N+]1(C)CCCC1C2=CN=CC=C2,4
Hydroxypyridin + C5H10NO or 6-Hydroxypseudooxynicotine (not validated),1.8,O=C(C=1C=NC(O)=CC1)CCCNC,4
N-Fructoryl cysteinylalanine + C2H5S,3.29,CCSSCC(NCC1(O)OCC(O)C(O)C1O)C(=O)NCCC(O)=O,4
N-Fructosyl gamma-glutamyl-S-methylcysteine,2.12,CSCC(NC(=O)CCC(NCC1(O)OCC(O)C(O)C1O)C(O)=O)C(O)=O,4
N-Fructosyl gamma-glutamyl-S-(1-propenyl)cysteine sulfoxide,1.83,CC=CS(=O)CC(NC(=O)CCC(NCC1(O)OCC(O)C(O)C1O)C(O)=O)C(O)=O,4
N-Fructosyl isoleucylglutamate,2.07,O=C(O)CCC(NC(=O)C(NCC1(O)OCC(O)C(O)C1O)C(C)CC)C(=O)O,4
N-Fructosyl glutamylphenylalanine,3.16,OC1COC(O)(CNC(CCC(O)=O)C(=O)NC(CC2=CC=CC=C2)C(O)=O)C(O)C1O,4
N-Fructosyl alliin - H2O,1.86,CC=CS(=O)CC(NC=C1OCC(O)C(O)C1O)C(O)=O,4
N-Fructosyl alliin,1.66,O=C(O)C(NCC1(O)OCC(O)C(O)C1O)CS(=O)CC=C,4
N-Fructosyl isoleucine,1.98,O=C(O)C(NCC1(O)OC(CO)C(O)C1O)C(C)CC,4
N-Fructosyl isoleucine,1.99,O=C(O)C(NCC1(O)OC(CO)C(O)C1O)C(C)CC,4
N-Fructosyl phenylalanine,2.33,O=C(O)C(NCC1(O)OC(CO)C(O)C1O)CC2=CC=CC=C2,4
N-Fructosyl tyrosine,1.82,O=C(O)C(NCC1(O)OC(CO)C(O)C1O)CC2=CC=C(O)C=C2,4
Dehydrophytosphingosine (not validated) - 2H,7.04,CCCCCCCCCC=CC=CCC(O)C(O)C(N)CO,4
"Dehydrophytosphingosine (not validated, isomer of 1677)",7.3,OCC(N)C(O)C(O)CCCC=CCCCCCCCCC,4
"Dehydrophytosphingosine (not validated, isomer of 1679)",7.59,OCC(N)C(O)C(O)CCCC=CCCCCCCCCC,4
HexCer t18:0,4.55,CCCCCCCCCCCCC(O)C(O)C(COC1OC(CO)C(O)C(O)C1O)NC(C)=O,4
MalonylHexCer t18:0,4.79,CCCCCCCCCCCCC(O)C(O)C(COC1OC(CC(C(O)=O)C(O)=O)C(O)C(O)C1O)NC(C)=O,4
LPE 18:3,8.73,O=C(OC(CO)COP(=O)(O)OCCN)CCCCC=CCC=CCC=CCCCCC,4
LPE 18:2,9.24,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCC=CCCCCC,4
LPE 18:1,10.23,O=C(OCC(O)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,4
LPC 18:3,8.75,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCC=CCC=CCC=CCCCCC,4
LPC 18:3,8.85,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCC=CCC=CCC=CCCCCC,4
LPC 18:3,8.93,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCC=CCC,4
LPC 18:2,9.31,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,4
LPC 18:2,9.52,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCCCCC,4
LPC 18:1,10.09,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC,4
LPC 18:1,10.28,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC,4
Hexosyl LPE 16:0,9.72,[H]C(O)(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCNC1OC(CO)C(O)C(O)C1O,4
Hexosyl LPE 18:2,9.21,CCCCCCCCCCCCCC=CC=CC(=O)OCC(O)COP(O)(=O)OCCNC1OC(CO)C(O)C(O)C1O,4
"Flavone base + 3O, 2MeO, O-MalonylHex, O-guaiacylglycerol",5.03,COC1=CC(=CC(OC)=C1OC(CO)C(O)C2=CC(OC)=C(O)C=C2)C3=CC(=O)C4=C(O)C=C(OC5OC(COC(=O)CC(O)=O)C(O)C(O)C5O)C=C4O3,4
"Flavone base + 3O, 2MeO, O-MalonylHex, O-guaiacylglycerol",5.17,COC1=CC(=CC(OC)=C1OC(CO)C(O)C2=CC(OC)=C(O)C=C2)C3=CC(=O)C4=C(O)C=C(OC5OC(COC(=O)CC(O)=O)C(O)C(O)C5O)C=C4O3,4
Hexose + C4H5N3O2,2.01,O=C1NC(=O)C(OC2OC(CO)C(O)C(O)C2O)=C(N)N1,4
Disaccharide(Hex-Pen) + C4H5N3O2,2.16,NC1=C(OC2OC(CO)C(O)C(O)C2OC3OC(CO)C(O)C3O)C(=O)NC(=O)N1,4
Disaccharide(Hex-Hex) + C4H5N3O2,2.0,NC1=C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(=O)NC(=O)N1,4
"Isoflavone base + 3O, O-MalonylHex",4.69,O=C(O)CC(=O)OCC1OC(OC=2C=C(O)C=3C(=O)C(=COC3C2)C4=CC=C(O)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 3O, O-MalonylHex",4.89,O=C(O)CC(=O)OCC1OC(OC=2C=C(O)C=3C(=O)C(=COC3C2)C4=CC=C(O)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 2O + 1MeO, O-MalonylHex",6.06,O=C(O)CC(=O)OCC1OC(OC2=CC(O)=C3C(=O)C(=COC3=C2)C4=CC=C(OC)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 2O, O-MalonylHex",4.44,O=C(O)CC(=O)OCC1OC(OC=2C=CC=3C(=O)C(=COC3C2)C4=CC=C(O)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 2O, O-Hex",5.9,O=C1C(=COC=2C=C(OC3OC(CO)C(O)C(O)C3O)C=CC12)C4=CC=C(O)C=C4,4
"Isoflavone base + 2O, O-AcetylHex",4.57,O=C(OCC1OC(OC=2C=CC=3C(=O)C(=COC3C2)C4=CC=C(O)C=C4)C(O)C(O)C1O)C,4
"Isoflavone base + 2O, O-MalonylHex",4.19,O=C(O)CC(=O)OCC1OC(OC=2C=CC=3C(=O)C(=COC3C2)C4=CC=C(O)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 1O, 2MeO, O-MalonylHex",5.38,O=C(O)CC(=O)OCC1OC(OC=2C=C3OC=C(C(=O)C3=CC2OC)C4=CC=C(OC)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 1O, 1MeO, O-MalonylHex",5.43,O=C(O)CC(=O)OCC1OC(OC2=CC=C3C(=O)C(=COC3=C2)C4=CC=C(OC)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 1O, 1MeO",7.26,O=C1C=2C=CC(O)=CC2OC=C1C3=CC=C(OC)C=C3,4
"Isoflavone base + 1O + 1MeO, O-MalonylHex",5.59,O=C(O)CC(=O)OCC1OC(OC2=CC=C3C(=O)C(=COC3=C2)C4=CC=C(OC)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 2O, O-Hex",3.65,O=C1C(=COC=2C=C(OC3OC(CO)C(O)C(O)C3O)C=CC12)C4=CC=C(O)C=C4,4
"Isoflavone base + 2O, O-Hex",3.98,O=C1C(=COC=2C=C(OC3OC(CO)C(O)C(O)C3O)C=CC12)C4=CC=C(O)C=C4,4
"Isoflavone base + 2O, O-MalonylHex",4.1,O=C(O)CC(=O)OCC1OC(OC=2C=CC=3C(=O)C(=COC3C2)C4=CC=C(O)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 1O, 1MeO, O-MalonylHex",5.79,O=C(O)CC(=O)OCC1OC(OC2=CC=C3C(=O)C(=COC3=C2)C4=CC=C(OC)C=C4)C(O)C(O)C1O,4
"Isoflavone base + 1O, 2MeO, O-Hex+C7H12NO",4.67,COC1=CC=C(C=C1)C2=COC3=CC(OC4OC(COC(=O)CC5CCNCC5)C(O)C(O)C4O)=C(OC)C=C3C2=O,4
"Isoflavone base + 1O, 1MeO, O-Hex+C7H12NO",4.67,COC1=CC=C(C=C1)C2=COC3=CC(OC4OC(COC(=O)CC5CCNCC5)C(O)C(O)C4O)=CC=C3C2=O,4
9-methanesulfinylnonanenitrile (isomer of 666),3.03,N#CCCCCCCCCS(=O)C,4
9-methanesulfinylnonanenitrile (isomer of 665),4.89,N#CCCCCCCCCS(=O)C,4
5-methanesulfinylpentanenitrile,2.21,N#CCCCCS(=O)C,4
7-methanesulfinylheptanenitrile,3.43,N#CCCCCCCS(=O)C,4
8-methanesulfinyloctanenitrile,4.16,N#CCCCCCCCS(=O)C,4
1-isothiocyanato-8-methanesulfinyloctane,7.07,O=S(C)CCCCCCCCN=C=S,4
1-isothiocyanato-7-methanesulfinylheptane,6.41,O=S(C)CCCCCCCN=C=S,4
9-methanesulfinylnonanoic acid,4.43,O=C(O)CCCCCCCCS(=O)C,4
2-amino-10-methanesulfinyldecanoic acid,2.74,CS(=O)CCCCCCCCC(N)C(O)=O,4
7-methanesulfinylheptan-1-amine,2.08,CS(=O)CCCCCCCN,4
8-methanesulfinyloctan-1-amine,2.49,CS(=O)CCCCCCCCN,4
2-amino-9-methanesulfinylnonanoic acid,2.28,O=C(O)C(N)CCCCCCCS(=O)C,4
